h,RelativeError,AbsoluteError
1.0E-7,5.000032596764473E-8,1.3591497749487758E-7
1.0E-6,4.999995067111654E-7,1.359139573331447E-6
1.0E-5,4.999954164985287E-6,1.3591284549807625E-5
1.0E-4,4.999541710343265E-5,1.3590163381849152E-4
0.001,4.995421037408957E-4,0.0013578962231490799
0.01,0.004954599959620114,0.013467999037519274
0.1,0.045815473235769885,0.124539368359045
0.25,0.10185683307753335,0.2768755784590451
0.5,0.17227125736425472,0.4682818284590451
1.0,0.26424111765711533,0.7182818284590451
