Angle,Wind_Speed,Lift_Calculated,Drag_Calculated,Lift_Data,Drag_Data
2.0,14.31,0.7102747387649319,-0.005486194591761598,2.25,0.21
2.0,14.25,0.7043310432245461,-0.0054402852153624835,2.25,0.22
2.0,14.19,0.6984123211948342,-0.0053945687355028615,2.25,0.22
2.0,14.25,0.7043310432245461,-0.0054402852153624835,2.25,0.21
2.0,14.31,0.7102747387649319,-0.005486194591761598,2.24,0.22
2.0,14.25,0.7043310432245461,-0.0054402852153624835,2.25,0.22
2.0,14.13,0.6925185726757963,-0.005349045152182732,2.26,0.22
3.0,15.91,1.0072003830305625,-0.021855309900196226,2.27,0.19
3.0,15.74,0.985791295454367,-0.021390752646702815,2.28,0.19
3.0,15.8,0.993321182514899,-0.02155414418029838,2.3,0.19
3.0,15.96,1.0135409426537698,-0.02199289413650173,2.3,0.19
3.0,15.96,1.0135409426537698,-0.02199289413650173,2.31,0.19
3.0,15.91,1.0072003830305625,-0.021855309900196226,2.32,0.19
3.0,15.8,0.993321182514899,-0.02155414418029838,2.33,0.19
3.0,15.96,1.0135409426537698,-0.02199289413650173,2.33,0.19
3.0,15.91,1.0072003830305625,-0.021855309900196226,2.33,0.19
3.0,15.8,0.993321182514899,-0.02155414418029838,2.33,0.19
3.0,15.91,1.0072003830305625,-0.021855309900196226,2.32,0.19
3.0,15.85,0.9996179729784856,-0.02169077866661997,2.32,0.19
3.0,15.8,0.993321182514899,-0.02155414418029838,2.31,0.19
3.0,15.85,0.9996179729784856,-0.02169077866661997,2.31,0.19
3.0,15.85,0.9996179729784856,-0.02169077866661997,2.31,0.19
3.0,15.91,1.0072003830305625,-0.021855309900196226,2.31,0.19
3.0,15.85,0.9996179729784856,-0.02169077866661997,2.31,0.19
3.0,15.91,1.0072003830305625,-0.021855309900196226,2.31,0.19
3.0,15.85,0.9996179729784856,-0.02169077866661997,2.31,0.19
3.0,15.85,0.9996179729784856,-0.02169077866661997,2.31,0.19
3.0,14.19,0.8011988437693808,-0.01738526843047019,2.45,0.24
3.0,14.25,0.8079886341308751,-0.017532600555246913,2.45,0.24
3.0,14.31,0.8148070733968482,-0.01768055433455856,2.45,0.24
3.0,14.31,0.8148070733968482,-0.01768055433455856,2.45,0.24
3.0,14.25,0.8079886341308751,-0.017532600555246913,2.45,0.24
3.0,14.25,0.8079886341308751,-0.017532600555246913,2.45,0.24
3.0,14.25,0.8079886341308751,-0.017532600555246913,2.46,0.24
3.0,14.25,0.8079886341308751,-0.017532600555246913,2.46,0.24
3.0,14.31,0.8148070733968482,-0.01768055433455856,2.47,0.24
3.0,14.25,0.8079886341308751,-0.017532600555246913,2.47,0.24
3.0,14.31,0.8148070733968482,-0.01768055433455856,2.47,0.24
3.0,14.31,0.8148070733968482,-0.01768055433455856,2.47,0.24
3.0,14.31,0.8148070733968482,-0.01768055433455856,2.47,0.24
3.0,14.25,0.8079886341308751,-0.017532600555246913,2.47,0.24
3.0,14.19,0.8011988437693808,-0.01738526843047019,2.46,0.24
3.0,14.19,0.8011988437693808,-0.01738526843047019,2.46,0.23
3.0,14.19,0.8011988437693808,-0.01738526843047019,2.46,0.23
3.0,14.19,0.8011988437693808,-0.01738526843047019,2.46,0.24
3.0,14.25,0.8079886341308751,-0.017532600555246913,2.46,0.24
3.0,14.25,0.8079886341308751,-0.017532600555246913,2.47,0.24
4.0,14.25,0.8058872452057748,-0.021094391368036945,2.62,0.25
4.0,14.25,0.8058872452057748,-0.021094391368036945,2.63,0.25
4.0,14.13,0.7923715561825787,-0.020740613298511623,2.63,0.25
4.0,14.19,0.7991151134964778,-0.020917128360684933,2.64,0.25
4.0,14.31,0.8126879513104698,-0.021272402320567662,2.64,0.25
4.0,14.31,0.8126879513104698,-0.021272402320567662,2.64,0.25
4.0,14.31,0.8126879513104698,-0.021272402320567662,2.64,0.25
4.0,14.37,0.8195172318105625,-0.021451161218277073,2.64,0.25
4.0,14.31,0.8126879513104698,-0.021272402320567662,2.64,0.25
4.0,14.25,0.8058872452057748,-0.021094391368036945,2.63,0.25
4.0,14.25,0.8058872452057748,-0.021094391368036945,2.64,0.25
4.0,14.31,0.8126879513104698,-0.021272402320567662,2.65,0.25
4.0,14.25,0.8058872452057748,-0.021094391368036945,2.65,0.25
4.0,14.25,0.8058872452057748,-0.021094391368036945,2.65,0.25
4.0,14.31,0.8126879513104698,-0.021272402320567662,2.65,0.25
4.0,14.31,0.8126879513104698,-0.021272402320567662,2.66,0.25
4.0,14.31,0.8126879513104698,-0.021272402320567662,2.66,0.25
4.0,14.31,0.8126879513104698,-0.021272402320567662,2.66,0.25
4.0,14.25,0.8058872452057748,-0.021094391368036945,2.66,0.25
4.0,14.19,0.7991151134964778,-0.020917128360684933,2.65,0.25
4.1,15.85,0.9916792323332152,-0.025997810187538814,2.65,0.21
4.1,15.96,1.005491628921328,-0.026359915244320024,2.65,0.21
4.1,16.01,1.0118015703194299,-0.0265253363335329,2.66,0.21
4.1,15.96,1.005491628921328,-0.026359915244320024,2.66,0.21
4.1,15.85,0.9916792323332152,-0.025997810187538814,2.65,0.21
4.1,16.01,1.0118015703194299,-0.0265253363335329,2.65,0.21
4.1,16.06,1.0181312487879042,-0.02669127484873642,2.65,0.21
4.1,16.01,1.0118015703194299,-0.0265253363335329,2.65,0.21
4.1,16.01,1.0118015703194299,-0.0265253363335329,2.64,0.21
4.1,16.06,1.0181312487879042,-0.02669127484873642,2.64,0.21
4.1,16.06,1.0181312487879042,-0.02669127484873642,2.64,0.21
4.1,16.01,1.0118015703194299,-0.0265253363335329,2.64,0.21
4.1,15.91,0.9992014245935987,-0.02619501158109781,2.63,0.21
4.1,15.74,0.9779623631657056,-0.025638209472552385,2.63,0.21
4.1,15.8,0.9854324495603055,-0.02583404486149604,2.62,0.21
4.1,15.85,0.9916792323332152,-0.025997810187538814,2.62,0.21
4.1,15.91,0.9992014245935987,-0.02619501158109781,2.62,0.21
4.1,15.85,0.9916792323332152,-0.025997810187538814,2.61,0.21
4.1,15.74,0.9779623631657056,-0.025638209472552385,2.61,0.21
4.1,15.85,0.9916792323332152,-0.025997810187538814,2.61,0.21
5.0,14.25,0.7400581587414753,-0.016954884742002123,2.8,0.27
5.0,14.25,0.7400581587414753,-0.016954884742002123,2.8,0.27
5.0,14.19,0.7338392101809266,-0.01681240735044163,2.8,0.27
5.0,14.25,0.7400581587414753,-0.016954884742002123,2.8,0.27
5.0,14.25,0.7400581587414753,-0.016954884742002123,2.8,0.27
5.0,14.25,0.7400581587414753,-0.016954884742002123,2.8,0.27
5.0,14.19,0.7338392101809266,-0.01681240735044163,2.8,0.27
5.0,14.25,0.7400581587414753,-0.016954884742002123,2.8,0.27
5.0,14.25,0.7400581587414753,-0.016954884742002123,2.79,0.27
5.0,14.25,0.7400581587414753,-0.016954884742002123,2.79,0.27
5.0,14.25,0.7400581587414753,-0.016954884742002123,2.79,0.27
5.0,14.19,0.7338392101809266,-0.01681240735044163,2.8,0.27
5.0,14.25,0.7400581587414753,-0.016954884742002123,2.8,0.27
5.0,14.19,0.7338392101809266,-0.01681240735044163,2.8,0.27
5.0,14.25,0.7400581587414753,-0.016954884742002123,2.8,0.27
5.0,14.25,0.7400581587414753,-0.016954884742002123,2.8,0.27
5.0,14.25,0.7400581587414753,-0.016954884742002123,2.8,0.27
5.0,14.25,0.7400581587414753,-0.016954884742002123,2.8,0.27
5.0,14.19,0.7338392101809266,-0.01681240735044163,2.8,0.27
5.0,14.13,0.7276465019096627,-0.016670531129309666,2.79,0.27
5.1,16.06,0.9288470288718462,-0.02050953155305494,2.87,0.22
5.1,15.91,0.9115772407370851,-0.02012820367703788,2.87,0.22
5.1,16.01,0.9230724265834324,-0.020382024671771793,2.88,0.22
5.1,15.96,0.917315830538512,-0.020254915379766106,2.88,0.22
5.1,15.91,0.9115772407370851,-0.02012820367703788,2.87,0.22
5.1,15.85,0.9047147012167844,-0.019976674451610266,2.87,0.22
5.1,15.91,0.9115772407370851,-0.02012820367703788,2.86,0.22
5.1,15.91,0.9115772407370851,-0.02012820367703788,2.86,0.22
5.1,15.85,0.9047147012167844,-0.019976674451610266,2.86,0.22
5.1,15.96,0.917315830538512,-0.020254915379766106,2.85,0.22
5.1,16.06,0.9288470288718462,-0.02050953155305494,2.84,0.22
5.1,16.06,0.9288470288718462,-0.02050953155305494,2.84,0.22
5.1,15.96,0.917315830538512,-0.020254915379766106,2.82,0.22
5.1,15.85,0.9047147012167844,-0.019976674451610266,2.81,0.22
5.1,15.85,0.9047147012167844,-0.019976674451610266,2.82,0.22
5.1,15.85,0.9047147012167844,-0.019976674451610266,2.82,0.22
5.1,15.85,0.9047147012167844,-0.019976674451610266,2.84,0.22
5.1,15.85,0.9047147012167844,-0.019976674451610266,2.85,0.22
5.1,15.8,0.8990157251510438,-0.01985083744529247,2.86,0.22
5.1,15.85,0.9047147012167844,-0.019976674451610266,2.86,0.22
6.0,15.96,0.8059150338978549,-0.007364276704670731,2.98,0.23
6.0,16.01,0.810972536605461,-0.007410491066987928,2.98,0.23
6.0,16.01,0.810972536605461,-0.007410491066987928,2.98,0.23
6.0,15.91,0.8008733507170166,-0.0073182068977564645,2.99,0.23
6.0,15.8,0.7898373324533943,-0.007217362157563399,2.99,0.23
6.0,15.91,0.8008733507170166,-0.0073182068977564645,3.01,0.23
6.0,15.85,0.7948442126753438,-0.007263113942591215,3.03,0.24
6.0,15.96,0.8059150338978549,-0.007364276704670731,3.03,0.24
6.0,15.91,0.8008733507170166,-0.0073182068977564645,3.03,0.24
6.0,15.96,0.8059150338978549,-0.007364276704670731,3.04,0.23
6.0,15.85,0.7948442126753438,-0.007263113942591215,3.04,0.23
6.0,15.91,0.8008733507170166,-0.0073182068977564645,3.04,0.23
6.0,16.01,0.810972536605461,-0.007410491066987928,3.04,0.24
6.0,16.01,0.810972536605461,-0.007410491066987928,3.04,0.24
6.0,15.96,0.8059150338978549,-0.007364276704670731,3.04,0.24
6.0,15.91,0.8008733507170166,-0.0073182068977564645,3.04,0.24
6.0,15.91,0.8008733507170166,-0.0073182068977564645,3.04,0.24
6.0,15.91,0.8008733507170166,-0.0073182068977564645,3.04,0.24
6.0,15.91,0.8008733507170166,-0.0073182068977564645,3.03,0.24
6.0,15.96,0.8059150338978549,-0.007364276704670731,3.02,0.24
6.1,14.31,0.6372713714989264,-0.004444679873041587,3.1,0.29
6.1,14.19,0.6266281954128191,-0.004370448528828066,3.1,0.29
6.1,14.19,0.6266281954128191,-0.004370448528828066,3.1,0.29
6.1,14.25,0.6319385801126242,-0.00440748606267776,3.1,0.29
6.1,14.25,0.6319385801126242,-0.00440748606267776,3.1,0.29
6.1,14.25,0.6319385801126242,-0.00440748606267776,3.1,0.29
6.1,14.31,0.6372713714989264,-0.004444679873041587,3.08,0.29
6.1,14.31,0.6372713714989264,-0.004444679873041587,3.08,0.29
6.1,14.31,0.6372713714989264,-0.004444679873041587,3.07,0.29
6.1,14.25,0.6319385801126242,-0.00440748606267776,3.07,0.29
6.1,14.31,0.6372713714989264,-0.004444679873041587,3.06,0.29
6.1,14.37,0.6426265695717257,-0.004482029959919547,3.04,0.29
6.1,14.25,0.6319385801126242,-0.00440748606267776,3.04,0.29
6.1,14.19,0.6266281954128191,-0.004370448528828066,3.04,0.29
6.1,14.25,0.6319385801126242,-0.00440748606267776,3.04,0.29
6.1,14.31,0.6372713714989264,-0.004444679873041587,3.05,0.29
6.1,14.31,0.6372713714989264,-0.004444679873041587,3.07,0.29
6.1,14.19,0.6266281954128191,-0.004370448528828066,3.07,0.29
6.1,14.31,0.6372713714989264,-0.004444679873041587,3.09,0.29
6.1,14.31,0.6372713714989264,-0.004444679873041587,3.1,0.29
7.0,14.13,0.5277503929083065,0.011276272613565395,3.28,0.32
7.0,14.19,0.5322418653674591,0.011372240458528278,3.28,0.32
7.0,14.19,0.5322418653674591,0.011372240458528278,3.27,0.32
7.0,14.13,0.5277503929083065,0.011276272613565395,3.26,0.32
7.0,14.07,0.5232779521121163,0.011180711412013367,3.26,0.32
7.0,14.19,0.5322418653674591,0.011372240458528278,3.26,0.32
7.0,14.13,0.5277503929083065,0.011276272613565395,3.26,0.32
7.0,14.25,0.5367523694895742,0.011468614946902024,3.26,0.32
7.0,14.19,0.5322418653674591,0.011372240458528278,3.26,0.32
7.0,14.19,0.5322418653674591,0.011372240458528278,3.26,0.32
7.0,14.07,0.5232779521121163,0.011180711412013367,3.27,0.32
7.0,14.13,0.5277503929083065,0.011276272613565395,3.27,0.32
7.0,14.19,0.5322418653674591,0.011372240458528278,3.27,0.32
7.0,14.19,0.5322418653674591,0.011372240458528278,3.27,0.32
7.0,14.19,0.5322418653674591,0.011372240458528278,3.27,0.32
7.0,14.25,0.5367523694895742,0.011468614946902024,3.27,0.32
7.0,14.19,0.5322418653674591,0.011372240458528278,3.27,0.32
7.0,14.07,0.5232779521121163,0.011180711412013367,3.27,0.32
7.0,14.07,0.5232779521121163,0.011180711412013367,3.26,0.32
7.0,14.07,0.5232779521121163,0.011180711412013367,3.26,0.32
7.1,16.01,0.6644998244874751,0.017068358460221884,3.27,0.26
7.1,16.01,0.6644998244874751,0.017068358460221884,3.24,0.26
7.1,15.96,0.6603557758176938,0.016961914326505234,3.24,0.26
7.1,15.91,0.6562246894521658,0.016855803142847132,3.24,0.26
7.1,15.96,0.6603557758176938,0.016961914326505234,3.23,0.26
7.1,15.91,0.6562246894521658,0.016855803142847132,3.23,0.26
7.1,15.85,0.6512844960551464,0.016728909216534683,3.19,0.26
7.1,15.85,0.6512844960551464,0.016728909216534683,3.19,0.26
7.1,15.91,0.6562246894521658,0.016855803142847132,3.19,0.26
7.1,15.85,0.6512844960551464,0.016728909216534683,3.19,0.26
7.1,15.8,0.6471819267589757,0.016623530523005376,3.23,0.26
7.1,15.8,0.6471819267589757,0.016623530523005376,3.23,0.26
7.1,15.85,0.6512844960551464,0.016728909216534683,3.24,0.26
7.1,15.85,0.6512844960551464,0.016728909216534683,3.24,0.26
7.1,15.8,0.6471819267589757,0.016623530523005376,3.24,0.26
7.1,15.8,0.6471819267589757,0.016623530523005376,3.25,0.26
7.1,15.8,0.6471819267589757,0.016623530523005376,3.24,0.26
7.1,15.8,0.6471819267589757,0.016623530523005376,3.24,0.26
7.1,15.8,0.6471819267589757,0.016623530523005376,3.23,0.26
7.1,15.8,0.6471819267589757,0.016623530523005376,3.26,0.26
8.1,14.19,0.4273112863789674,0.0367089684724186,3.39,0.34
8.1,14.25,0.4309325522809047,0.037020060035084616,3.39,0.34
8.1,14.25,0.4309325522809047,0.037020060035084616,3.39,0.34
8.1,14.31,0.43456909778580377,0.03733246422037792,3.39,0.34
8.1,14.25,0.4309325522809047,0.037020060035084616,3.38,0.34
8.1,14.25,0.4309325522809047,0.037020060035084616,3.38,0.34
8.1,14.25,0.4309325522809047,0.037020060035084616,3.38,0.34
8.1,14.25,0.4309325522809047,0.037020060035084616,3.38,0.34
8.1,14.25,0.4309325522809047,0.037020060035084616,3.38,0.34
8.1,14.19,0.4273112863789674,0.0367089684724186,3.38,0.34
8.1,14.19,0.4273112863789674,0.0367089684724186,3.37,0.34
8.1,14.13,0.423705300079992,0.03639918953237987,3.37,0.34
8.1,14.13,0.423705300079992,0.03639918953237987,3.38,0.34
8.1,14.25,0.4309325522809047,0.037020060035084616,3.38,0.34
8.1,14.25,0.4309325522809047,0.037020060035084616,3.39,0.34
8.1,14.25,0.4309325522809047,0.037020060035084616,3.37,0.34
8.1,14.25,0.4309325522809047,0.037020060035084616,3.38,0.34
8.1,14.19,0.4273112863789674,0.0367089684724186,3.38,0.34
8.1,14.25,0.4309325522809047,0.037020060035084616,3.39,0.34
8.1,14.25,0.4309325522809047,0.037020060035084616,3.4,0.34
8.2,15.96,0.5298431561842113,0.04974193661364396,3.51,0.31
8.2,16.01,0.53316817567671,0.050054091082196724,3.51,0.3
8.2,16.01,0.53316817567671,0.050054091082196724,3.51,0.3
8.2,15.91,0.5265285371280356,0.049430758543178625,3.52,0.29
8.2,15.96,0.5298431561842113,0.04974193661364396,3.51,0.29
8.2,15.96,0.5298431561842113,0.04974193661364396,3.51,0.29
8.2,15.85,0.5225647228365714,0.04905863370409564,3.51,0.29
8.2,15.85,0.5225647228365714,0.04905863370409564,3.5,0.28
8.2,15.8,0.5192729847403067,0.04874960370942267,3.5,0.28
8.2,15.91,0.5265285371280356,0.049430758543178625,3.5,0.28
8.2,15.96,0.5298431561842113,0.04974193661364396,3.5,0.28
8.2,15.8,0.5192729847403067,0.04874960370942267,3.5,0.28
8.2,15.69,0.5120677704643815,0.048073174642409885,3.49,0.28
8.2,15.74,0.5153366276007355,0.04838005656129051,3.47,0.28
8.2,15.74,0.5153366276007355,0.04838005656129051,3.47,0.28
8.2,15.64,0.5088093137643507,0.04776726912161672,3.47,0.28
8.2,15.74,0.5153366276007355,0.04838005656129051,3.5,0.29
8.2,15.96,0.5298431561842113,0.04974193661364396,3.52,0.29
8.2,16.01,0.53316817567671,0.050054091082196724,3.52,0.29
8.2,16.06,0.5365035956055317,0.05036722194883691,3.53,0.29
9.1,15.96,0.4468047474875442,0.08219192473291848,3.67,0.31
9.1,15.8,0.43789116102753173,0.08055222678534435,3.69,0.31
9.1,15.74,0.4345717201000822,0.07994159934595728,3.68,0.31
9.1,15.8,0.43789116102753173,0.08055222678534435,3.69,0.31
9.1,15.85,0.44066700929834596,0.0810628576893974,3.69,0.31
9.1,15.91,0.4440096042208507,0.08167774441973771,3.7,0.31
9.1,15.96,0.4468047474875442,0.08219192473291848,3.7,0.31
9.1,15.96,0.4468047474875442,0.08219192473291848,3.7,0.31
9.1,15.96,0.4468047474875442,0.08219192473291848,3.7,0.31
9.1,15.96,0.4468047474875442,0.08219192473291848,3.7,0.31
9.1,16.01,0.4496086612069101,0.08270771841388457,3.7,0.31
9.1,16.06,0.45242134537894835,0.08322512546263594,3.7,0.31
9.1,15.91,0.4440096042208507,0.08167774441973771,3.7,0.31
9.1,15.91,0.4440096042208507,0.08167774441973771,3.7,0.31
9.1,15.8,0.43789116102753173,0.08055222678534435,3.71,0.31
9.1,15.74,0.4345717201000822,0.07994159934595728,3.7,0.31
9.1,15.96,0.4468047474875442,0.08219192473291848,3.68,0.31
9.1,15.91,0.4440096042208507,0.08167774441973771,3.68,0.31
9.1,15.85,0.44066700929834596,0.0810628576893974,3.67,0.31
9.1,15.8,0.43789116102753173,0.08055222678534435,3.67,0.31
9.1,14.25,0.35619000915779986,0.06552289918121688,3.49,0.36
9.1,14.19,0.3531968290697636,0.06497228902344365,3.5,0.36
9.1,14.25,0.35619000915779986,0.06552289918121688,3.5,0.36
9.1,14.31,0.3591958186976844,0.06607583258860099,3.5,0.36
9.1,14.31,0.3591958186976844,0.06607583258860099,3.5,0.36
9.1,14.25,0.35619000915779986,0.06552289918121688,3.51,0.37
9.1,14.19,0.3531968290697636,0.06497228902344365,3.52,0.37
9.1,14.25,0.35619000915779986,0.06552289918121688,3.52,0.36
9.1,14.19,0.3531968290697636,0.06497228902344365,3.52,0.37
9.1,14.19,0.3531968290697636,0.06497228902344365,3.52,0.36
9.1,14.25,0.35619000915779986,0.06552289918121688,3.52,0.36
9.1,14.25,0.35619000915779986,0.06552289918121688,3.52,0.37
9.1,14.37,0.3622142576894172,0.06663108924559594,3.52,0.37
9.1,14.31,0.3591958186976844,0.06607583258860099,3.52,0.36
9.1,14.25,0.35619000915779986,0.06552289918121688,3.51,0.36
9.1,14.19,0.3531968290697636,0.06497228902344365,3.51,0.36
9.1,14.19,0.3531968290697636,0.06497228902344365,3.51,0.36
9.1,14.25,0.35619000915779986,0.06552289918121688,3.51,0.36
9.1,14.31,0.3591958186976844,0.06607583258860099,3.52,0.36
9.1,14.31,0.3591958186976844,0.06607583258860099,3.52,0.36
10.0,15.85,0.38605866199742594,0.11756915559261051,3.84,0.33
10.0,15.8,0.38362680246011965,0.11682856432898843,3.84,0.33
